entity_id,source,record_idx
152,gst,152
153,gst,153
154,gst,154
155,gst,155
156,gst,156
157,gst,157
158,gst,158
159,gst,159
160,gst,160
161,gst,161
162,gst,162
163,gst,163
164,gst,164
165,gst,165
166,gst,166
167,gst,167
168,gst,168
169,gst,169
170,gst,170
171,gst,171
172,gst,172
173,gst,173
174,gst,174
175,gst,175
176,gst,176
177,gst,177
178,gst,178
179,gst,179
180,gst,180
181,gst,181
182,gst,182
183,gst,183
184,gst,184
185,gst,185
186,gst,186
187,gst,187
188,gst,188
189,gst,189
190,gst,190
191,gst,191
192,gst,192
193,gst,193
194,gst,194
195,gst,195
196,gst,196
197,gst,197
198,gst,198
199,gst,199
200,gst,200
201,gst,201
202,gst,202
203,gst,203
204,gst,204
205,gst,205
206,gst,206
207,gst,207
208,gst,208
209,gst,209
210,gst,210
211,gst,211
212,gst,212
213,gst,213
214,gst,214
215,gst,215
216,gst,216
217,gst,217
218,gst,218
219,gst,219
220,gst,220
221,gst,221
222,gst,222
223,gst,223
224,gst,224
225,gst,225
226,gst,226
227,gst,227
228,gst,228
229,gst,229
230,gst,230
231,gst,231
232,gst,232
233,gst,233
234,gst,234
235,gst,235
236,gst,236
237,gst,237
238,gst,238
239,gst,239
240,gst,240
241,gst,241
242,gst,242
243,gst,243
244,gst,244
245,gst,245
246,gst,246
247,gst,247
248,gst,248
249,gst,249
250,gst,250
251,gst,251
252,gst,252
253,gst,253
254,gst,254
255,gst,255
256,gst,256
257,gst,257
258,gst,258
259,gst,259
260,gst,260
261,gst,261
262,gst,262
263,gst,263
264,gst,264
265,gst,265
266,gst,266
267,gst,267
268,gst,268
269,gst,269
270,gst,270
271,gst,271
272,gst,272
273,gst,273
274,gst,274
275,gst,275
276,gst,276
277,gst,277
278,gst,278
279,gst,279
280,gst,280
281,gst,281
282,gst,282
283,gst,283
284,gst,284
285,gst,285
286,gst,286
287,gst,287
288,gst,288
289,gst,289
290,gst,290
291,gst,291
292,gst,292
293,gst,293
294,gst,294
295,gst,295
296,gst,296
297,gst,297
298,gst,298
299,gst,299
300,gst,300
301,gst,301
302,gst,302
303,gst,303
304,gst,304
305,gst,305
306,gst,306
307,gst,307
308,gst,308
309,gst,309
310,gst,310
311,gst,311
312,gst,312
313,gst,313
314,gst,314
315,gst,315
316,gst,316
317,gst,317
318,gst,318
319,gst,319
320,gst,320
321,gst,321
322,gst,322
323,gst,323
324,gst,324
325,gst,325
326,gst,326
327,gst,327
328,gst,328
329,gst,329
330,gst,330
331,gst,331
332,gst,332
333,gst,333
334,gst,334
335,gst,335
336,gst,336
337,gst,337
338,gst,338
339,gst,339
340,gst,340
341,gst,341
342,gst,342
343,gst,343
344,gst,344
345,gst,345
346,gst,346
347,gst,347
348,gst,348
349,gst,349
350,gst,350
351,gst,351
352,gst,352
353,gst,353
354,gst,354
355,gst,355
356,gst,356
357,gst,357
358,gst,358
359,gst,359
360,gst,360
361,gst,361
362,gst,362
363,gst,363
364,gst,364
365,gst,365
366,gst,366
367,gst,367
368,gst,368
369,gst,369
370,gst,370
371,gst,371
372,gst,372
373,gst,373
374,gst,374
375,gst,375
376,gst,376
377,gst,377
378,gst,378
379,gst,379
380,gst,380
381,gst,381
382,gst,382
383,gst,383
384,gst,384
385,gst,385
386,gst,386
387,gst,387
388,gst,388
389,gst,389
390,gst,390
391,gst,391
392,gst,392
393,gst,393
394,gst,394
395,gst,395
396,gst,396
397,gst,397
398,gst,398
399,gst,399
91,gst,400
22,gst,401
218,gst,402
251,gst,403
105,gst,404
71,gst,405
112,gst,406
357,gst,407
325,gst,408
45,gst,409
265,gst,410
75,gst,411
319,gst,412
226,gst,413
36,gst,414
216,gst,415
369,gst,416
324,gst,417
279,gst,418
41,gst,419
377,gst,420
389,gst,421
164,gst,422
235,gst,423
84,gst,424
348,gst,425
141,gst,426
172,gst,427
15,gst,428
16,gst,429
391,gst,430
5,gst,431
399,gst,432
13,gst,433
396,gst,434
340,gst,435
353,gst,436
12,gst,437
370,gst,438
42,gst,439
2,mca,0
3,mca,1
4,mca,2
5,mca,3
7,mca,4
8,mca,5
9,mca,6
10,mca,7
11,mca,8
12,mca,9
13,mca,10
14,mca,11
15,mca,12
16,mca,13
19,mca,14
20,mca,15
21,mca,16
24,mca,17
25,mca,18
26,mca,19
27,mca,20
28,mca,21
29,mca,22
30,mca,23
31,mca,24
32,mca,25
33,mca,26
34,mca,27
35,mca,28
36,mca,29
37,mca,30
39,mca,31
40,mca,32
41,mca,33
42,mca,34
43,mca,35
44,mca,36
45,mca,37
46,mca,38
47,mca,39
50,mca,40
51,mca,41
52,mca,42
53,mca,43
54,mca,44
55,mca,45
56,mca,46
59,mca,47
60,mca,48
61,mca,49
62,mca,50
63,mca,51
64,mca,52
65,mca,53
66,mca,54
67,mca,55
68,mca,56
69,mca,57
70,mca,58
71,mca,59
72,mca,60
75,mca,61
76,mca,62
78,mca,63
79,mca,64
80,mca,65
83,mca,66
84,mca,67
85,mca,68
86,mca,69
87,mca,70
90,mca,71
91,mca,72
92,mca,73
93,mca,74
94,mca,75
95,mca,76
96,mca,77
98,mca,78
99,mca,79
100,mca,80
101,mca,81
102,mca,82
103,mca,83
104,mca,84
107,mca,85
108,mca,86
109,mca,87
110,mca,88
111,mca,89
112,mca,90
113,mca,91
114,mca,92
115,mca,93
117,mca,94
118,mca,95
119,mca,96
120,mca,97
121,mca,98
122,mca,99
123,mca,100
125,mca,101
126,mca,102
127,mca,103
128,mca,104
129,mca,105
130,mca,106
131,mca,107
132,mca,108
133,mca,109
134,mca,110
135,mca,111
136,mca,112
137,mca,113
138,mca,114
139,mca,115
140,mca,116
141,mca,117
142,mca,118
143,mca,119
144,mca,120
145,mca,121
146,mca,122
148,mca,123
149,mca,124
150,mca,125
152,mca,126
155,mca,127
156,mca,128
157,mca,129
158,mca,130
159,mca,131
160,mca,132
162,mca,133
163,mca,134
164,mca,135
165,mca,136
167,mca,137
169,mca,138
170,mca,139
171,mca,140
173,mca,141
174,mca,142
175,mca,143
176,mca,144
177,mca,145
178,mca,146
179,mca,147
180,mca,148
181,mca,149
182,mca,150
183,mca,151
184,mca,152
186,mca,153
187,mca,154
188,mca,155
189,mca,156
190,mca,157
191,mca,158
192,mca,159
194,mca,160
195,mca,161
196,mca,162
197,mca,163
198,mca,164
199,mca,165
200,mca,166
202,mca,167
205,mca,168
206,mca,169
207,mca,170
208,mca,171
209,mca,172
210,mca,173
212,mca,174
213,mca,175
214,mca,176
215,mca,177
216,mca,178
217,mca,179
218,mca,180
219,mca,181
220,mca,182
221,mca,183
222,mca,184
223,mca,185
224,mca,186
225,mca,187
226,mca,188
227,mca,189
228,mca,190
229,mca,191
230,mca,192
231,mca,193
232,mca,194
233,mca,195
234,mca,196
235,mca,197
236,mca,198
237,mca,199
238,mca,200
239,mca,201
242,mca,202
243,mca,203
246,mca,204
247,mca,205
248,mca,206
249,mca,207
250,mca,208
251,mca,209
252,mca,210
253,mca,211
255,mca,212
256,mca,213
257,mca,214
259,mca,215
260,mca,216
261,mca,217
262,mca,218
263,mca,219
264,mca,220
265,mca,221
266,mca,222
267,mca,223
268,mca,224
270,mca,225
272,mca,226
273,mca,227
274,mca,228
275,mca,229
276,mca,230
277,mca,231
278,mca,232
280,mca,233
281,mca,234
283,mca,235
284,mca,236
285,mca,237
287,mca,238
290,mca,239
291,mca,240
292,mca,241
293,mca,242
295,mca,243
296,mca,244
297,mca,245
298,mca,246
300,mca,247
301,mca,248
302,mca,249
303,mca,250
305,mca,251
306,mca,252
307,mca,253
308,mca,254
310,mca,255
311,mca,256
312,mca,257
314,mca,258
315,mca,259
317,mca,260
318,mca,261
319,mca,262
320,mca,263
322,mca,264
323,mca,265
324,mca,266
325,mca,267
328,mca,268
329,mca,269
330,mca,270
332,mca,271
333,mca,272
334,mca,273
335,mca,274
336,mca,275
337,mca,276
338,mca,277
340,mca,278
341,mca,279
342,mca,280
343,mca,281
344,mca,282
345,mca,283
346,mca,284
347,mca,285
348,mca,286
349,mca,287
350,mca,288
351,mca,289
352,mca,290
353,mca,291
354,mca,292
355,mca,293
356,mca,294
360,mca,295
362,mca,296
364,mca,297
366,mca,298
367,mca,299
368,mca,300
369,mca,301
370,mca,302
371,mca,303
372,mca,304
373,mca,305
374,mca,306
376,mca,307
378,mca,308
379,mca,309
380,mca,310
381,mca,311
382,mca,312
383,mca,313
384,mca,314
385,mca,315
386,mca,316
388,mca,317
389,mca,318
390,mca,319
393,mca,320
395,mca,321
397,mca,322
398,mca,323
399,mca,324
285,mca,325
59,mca,326
54,mca,327
371,mca,328
137,mca,329
233,mca,330
4,mca,331
30,mca,332
257,mca,333
13,mca,334
330,mca,335
92,mca,336
284,mca,337
301,mca,338
26,mca,339
198,mca,340
246,mca,341
175,mca,342
68,mca,343
35,mca,344
293,mca,345
267,mca,346
83,mca,347
238,mca,348
176,mca,349
135,mca,350
346,udyam,0
7,udyam,1
242,udyam,2
98,udyam,3
297,udyam,4
395,udyam,5
90,udyam,6
392,udyam,7
260,udyam,8
315,udyam,9
41,udyam,10
344,udyam,11
290,udyam,12
274,udyam,13
81,udyam,14
251,udyam,15
61,udyam,16
287,udyam,17
78,udyam,18
214,udyam,19
359,udyam,20
165,udyam,21
104,udyam,22
119,udyam,23
237,udyam,24
46,udyam,25
234,udyam,26
3,udyam,27
273,udyam,28
216,udyam,29
157,udyam,30
312,udyam,31
134,udyam,32
87,udyam,33
207,udyam,34
300,udyam,35
149,udyam,36
80,udyam,37
15,udyam,38
105,udyam,39
356,udyam,40
302,udyam,41
386,udyam,42
351,udyam,43
340,udyam,44
120,udyam,45
44,udyam,46
345,udyam,47
121,udyam,48
167,udyam,49
154,udyam,50
327,udyam,51
307,udyam,52
9,udyam,53
57,udyam,54
144,udyam,55
183,udyam,56
289,udyam,57
368,udyam,58
380,udyam,59
230,udyam,60
13,udyam,61
194,udyam,62
306,udyam,63
91,udyam,64
32,udyam,65
390,udyam,66
174,udyam,67
275,udyam,68
224,udyam,69
97,udyam,70
1,udyam,71
188,udyam,72
132,udyam,73
310,udyam,74
271,udyam,75
83,udyam,76
139,udyam,77
118,udyam,78
382,udyam,79
262,udyam,80
142,udyam,81
125,udyam,82
27,udyam,83
75,udyam,84
38,udyam,85
238,udyam,86
331,udyam,87
352,udyam,88
212,udyam,89
241,udyam,90
257,udyam,91
2,udyam,92
197,udyam,93
192,udyam,94
138,udyam,95
113,udyam,96
58,udyam,97
175,udyam,98
270,udyam,99
296,udyam,100
26,udyam,101
52,udyam,102
337,udyam,103
129,udyam,104
72,udyam,105
261,udyam,106
47,udyam,107
168,udyam,108
0,udyam,109
102,udyam,110
229,udyam,111
23,udyam,112
358,udyam,113
243,udyam,114
316,udyam,115
79,udyam,116
211,udyam,117
152,udyam,118
21,udyam,119
228,udyam,120
24,udyam,121
377,udyam,122
361,udyam,123
319,udyam,124
16,udyam,125
265,udyam,126
33,udyam,127
232,udyam,128
385,udyam,129
205,udyam,130
76,udyam,131
84,udyam,132
325,udyam,133
89,udyam,134
151,udyam,135
153,udyam,136
350,udyam,137
276,udyam,138
399,udyam,139
373,udyam,140
333,udyam,141
173,udyam,142
94,udyam,143
239,udyam,144
161,udyam,145
70,udyam,146
22,udyam,147
19,udyam,148
107,udyam,149
304,udyam,150
387,udyam,151
108,udyam,152
255,udyam,153
264,udyam,154
301,udyam,155
28,udyam,156
184,udyam,157
263,udyam,158
226,udyam,159
279,udyam,160
396,udyam,161
219,udyam,162
285,udyam,163
43,udyam,164
204,udyam,165
354,udyam,166
103,udyam,167
100,udyam,168
272,udyam,169
372,udyam,170
318,udyam,171
8,udyam,172
135,udyam,173
34,udyam,174
215,udyam,175
4,udyam,176
383,udyam,177
159,udyam,178
30,udyam,179
116,udyam,180
14,udyam,181
162,udyam,182
193,udyam,183
269,udyam,184
353,udyam,185
250,udyam,186
49,udyam,187
172,udyam,188
67,udyam,189
71,udyam,190
68,udyam,191
55,udyam,192
323,udyam,193
330,udyam,194
281,udyam,195
329,udyam,196
254,udyam,197
166,udyam,198
292,udyam,199
164,udyam,200
64,udyam,201
85,udyam,202
133,udyam,203
332,udyam,204
124,udyam,205
328,udyam,206
20,udyam,207
45,udyam,208
347,udyam,209
348,udyam,210
258,udyam,211
169,udyam,212
291,udyam,213
36,udyam,214
268,udyam,215
389,udyam,216
186,udyam,217
95,udyam,218
365,udyam,219
277,udyam,220
259,udyam,221
223,udyam,222
363,udyam,223
320,udyam,224
39,udyam,225
311,udyam,226
117,udyam,227
93,udyam,228
63,udyam,229
190,udyam,230
374,udyam,231
141,udyam,232
208,udyam,233
145,udyam,234
115,udyam,235
324,udyam,236
293,udyam,237
170,udyam,238
156,udyam,239
96,udyam,240
114,udyam,241
248,udyam,242
339,udyam,243
189,udyam,244
62,udyam,245
221,udyam,246
364,udyam,247
225,udyam,248
381,udyam,249
10,udyam,250
393,udyam,251
148,udyam,252
56,udyam,253
247,udyam,254
65,udyam,255
128,udyam,256
305,udyam,257
136,udyam,258
112,udyam,259
256,udyam,260
209,udyam,261
177,udyam,262
349,udyam,263
342,udyam,264
69,udyam,265
130,udyam,266
37,udyam,267
220,udyam,268
147,udyam,269
199,udyam,270
127,udyam,271
202,udyam,272
66,udyam,273
200,udyam,274
35,udyam,275
233,udyam,276
335,udyam,277
51,udyam,278
394,udyam,279
384,udyam,280
25,udyam,281
357,udyam,282
29,udyam,283
54,udyam,284
137,udyam,285
48,udyam,286
379,udyam,287
163,udyam,288
59,udyam,289
77,udyam,290
99,udyam,291
283,udyam,292
210,udyam,293
123,udyam,294
185,udyam,295
74,udyam,296
391,udyam,297
282,udyam,298
317,udyam,299
111,udyam,300
195,udyam,301
294,udyam,302
341,udyam,303
336,udyam,304
252,udyam,305
17,udyam,306
6,udyam,307
334,udyam,308
244,udyam,309
109,udyam,310
106,udyam,311
266,udyam,312
196,udyam,313
280,udyam,314
360,udyam,315
203,udyam,316
213,udyam,317
101,udyam,318
370,udyam,319
366,udyam,320
53,udyam,321
50,udyam,322
240,udyam,323
286,udyam,324
206,udyam,325
267,udyam,326
322,udyam,327
278,udyam,328
355,udyam,329
303,udyam,330
376,udyam,331
31,udyam,332
284,udyam,333
343,udyam,334
222,udyam,335
140,udyam,336
299,udyam,337
122,udyam,338
375,udyam,339
191,udyam,340
88,udyam,341
236,udyam,342
313,udyam,343
11,udyam,344
86,udyam,345
82,udyam,346
126,udyam,347
369,udyam,348
201,udyam,349
398,udyam,350
217,udyam,351
178,udyam,352
160,udyam,353
180,udyam,354
288,udyam,355
182,udyam,356
231,udyam,357
314,udyam,358
367,udyam,359
92,udyam,360
246,udyam,361
12,udyam,362
235,udyam,363
326,udyam,364
5,udyam,365
397,udyam,366
227,udyam,367
321,udyam,368
143,udyam,369
131,udyam,370
60,udyam,371
187,udyam,372
179,udyam,373
298,udyam,374
362,udyam,375
388,udyam,376
181,udyam,377
218,udyam,378
309,udyam,379
158,udyam,380
73,udyam,381
155,udyam,382
150,udyam,383
249,udyam,384
338,udyam,385
371,udyam,386
110,udyam,387
171,udyam,388
40,udyam,389
253,udyam,390
378,udyam,391
176,udyam,392
308,udyam,393
42,udyam,394
198,udyam,395
295,udyam,396
245,udyam,397
146,udyam,398
18,udyam,399
165,udyam,400
387,udyam,401
380,udyam,402
326,udyam,403
299,udyam,404
352,udyam,405
97,udyam,406
246,udyam,407
50,udyam,408
224,udyam,409
275,udyam,410
331,udyam,411
190,udyam,412
29,udyam,413
322,udyam,414
383,udyam,415
309,udyam,416
368,udyam,417
76,udyam,418
180,udyam,419
160,udyam,420
194,udyam,421
344,udyam,422
58,udyam,423
258,udyam,424
330,udyam,425
148,udyam,426
385,udyam,427
149,udyam,428
133,udyam,429
81,udyam,430
43,udyam,431
307,udyam,432
342,udyam,433
295,udyam,434
276,udyam,435
244,udyam,436
147,udyam,437
267,udyam,438
393,udyam,439
